Search results from the CABI Invasive Species Compendium Advanced Datasheet Search 8/8/2021.,,,,,,,,,,,
"Search summary - (distribution:""6252001"" OR distribution:""4482348"") AND (type:""Full"") AND (group:""Plants"") AND (riskLikelihoods:""riskDifficultOrCostlyToControl"")",,,,,,,,,,,
"Citation:  CABI, 2021. Invasive Species Compendium. Wallingford, UK: CAB International. www.cabi.org/isc.",,,,,,,,,,,
"Search URL: https://www.cabi.org/isc/AdvancedSearch/#(distribution:""@@6252001"" OR distribution:""@@4482348"") AND (type:""Full"") AND (group:""Plants"") AND (riskLikelihoods:""riskDifficultOrCostlyToControl"")",,,,,,,,,,,
For terms and conditions see: https://www.cabi.org/terms-and-conditions/,,,,,,,,,,,
Preferred scientific name, International common name, ISC content, Plant pest, Taxonomic group, Domain, Kingdon, Phylum, Class, Order, Family, Datasheet URL
Acer pseudoplatanus, sycamore, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Sapindales, Aceraceae, https://www.cabi.org/isc/datasheet/2884
Achillea millefolium, yarrow, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/2636
Adiantum hispidulum, rosy maidenhair fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, Polypodiales, Pteridaceae, https://www.cabi.org/isc/datasheet/3236
Aegilops cylindrica, , Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/108330
Aeschynomene americana, shyleaf, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/3445
Agave americana, century plant, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Agavaceae, https://www.cabi.org/isc/datasheet/3851
Ageratina adenophora, Croftonweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/23243
Agrostis capillaris, common bent, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/3830
Ailanthus altissima, tree-of-heaven, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rutales, Simaroubaceae, https://www.cabi.org/isc/datasheet/3889
Albizia julibrissin, silk tree, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/4005
Albizia lebbeck, Indian siris, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/4008
Alhagi maurorum, camelthorn, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/4215
Alliaria petiolata, garlic mustard, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/3941
Alopecurus myosuroides, black-grass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/4360
Alternanthera philoxeroides, alligator weed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Amaranthaceae, https://www.cabi.org/isc/datasheet/4403
Alyssum desertorum, desert madwort, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/112171
Amaranthus palmeri, Palmer amaranth, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Amaranthaceae, https://www.cabi.org/isc/datasheet/4649
Amaranthus tuberculatus, rough-fruited water-hemp, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Amaranthaceae, https://www.cabi.org/isc/datasheet/112200
Ambrosia artemisiifolia, common ragweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/4691
Ambrosia psilostachya, perennial ragweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/4692
Ambrosia trifida, giant ragweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/4693
Ammophila arenaria, marram grass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/4898
Amorpha fruticosa, false indigo-bush, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/5001
Andropogon glomeratus, bushy bluestem, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/118977
Andropogon virginicus, broomsedge, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/5286
Annona glabra, pond apple, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Annonales, Annonaceae, https://www.cabi.org/isc/datasheet/5811
Anredera cordifolia, Madeira vine, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Basellaceae, https://www.cabi.org/isc/datasheet/112290
Anthemis cotula, dog fennel, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/5672
Arceuthobium abietinum, fir dwarf mistletoe, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Santalales, Viscaceae, https://www.cabi.org/isc/datasheet/6823
Arceuthobium americanum, lodgepole pine dwarf mistletoe, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Santalales, Viscaceae, https://www.cabi.org/isc/datasheet/6824
Arceuthobium campylopodum, western dwarf misletoe, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Santalales, Viscaceae, https://www.cabi.org/isc/datasheet/6831
Arceuthobium douglasii, Douglas-fir dwarf mistletoe, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Santalales, Viscaceae, https://www.cabi.org/isc/datasheet/6834
Arceuthobium laricis, larch dwarf mistletoe, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Santalales, Viscaceae, https://www.cabi.org/isc/datasheet/6843
Arceuthobium pusillum, eastern dwarf mistletoe, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Santalales, Viscaceae, https://www.cabi.org/isc/datasheet/6853
Arceuthobium tsugense, hemlock dwarf mistletoe, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Santalales, Viscaceae, https://www.cabi.org/isc/datasheet/6857
Arceuthobium vaginatum, southwestern dwarf mistletoe, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Santalales, Viscaceae, https://www.cabi.org/isc/datasheet/6859
Ardisia elliptica, shoebutton ardisia, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Primulales, Primulaceae, https://www.cabi.org/isc/datasheet/108066
Argemone mexicana, Mexican poppy, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Papaverales, Papaveraceae, https://www.cabi.org/isc/datasheet/6878
Aronia x prunifolia, , Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Rosaceae, https://www.cabi.org/isc/datasheet/108963
Arrhenatherum elatius, false oat-grass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/7065
Artemisia biennis, biennial wormwood, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/112441
Arundo donax, giant reed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/1940
Asclepias curassavica, bloodflower, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Asclepiadaceae, https://www.cabi.org/isc/datasheet/7248
Asparagus asparagoides, bridal creeper, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Liliaceae, https://www.cabi.org/isc/datasheet/8139
Asparagus densiflorus, asparagus fern, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Liliaceae, https://www.cabi.org/isc/datasheet/7410
Asparagus setaceus, asparagus fern, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Liliaceae, https://www.cabi.org/isc/datasheet/7409
Avena fatua, wild oat, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/8058
Avena sterilis, winter wild oat, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/8062
Azadirachta indica, neem tree, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rutales, Meliaceae, https://www.cabi.org/isc/datasheet/8112
Baccharis halimifolia, groundsel-bush, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/8164
Bambusa vulgaris, common bamboo, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/8398
Bassia hyssopifolia, fivehook bassia, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Chenopodiaceae, https://www.cabi.org/isc/datasheet/92365
Batis maritima, saltwort, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Bataceae, https://www.cabi.org/isc/datasheet/8562
Bidens pilosa, blackjack, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/9148
Bocconia frutescens, plume poppy, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Papaverales, Papaveraceae, https://www.cabi.org/isc/datasheet/9449
Bothriochloa ischaemum, yellow bluestem, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/112759
Brachypodium sylvaticum, slender false brome, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/9890
Brassica rapa, field mustard, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/121115
Brassica tournefortii, African mustard, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/50069
Bromus japonicus, Japanese brome, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10028
Bromus secalinus, rye brome, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10034
Broussonetia papyrifera, paper mulberry, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Urticales, Moraceae, https://www.cabi.org/isc/datasheet/10017
Buddleja asiatica, dog tail, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Loganiaceae, https://www.cabi.org/isc/datasheet/10317
Buddleja davidii, butterfly bush, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Loganiaceae, https://www.cabi.org/isc/datasheet/10314
Bunias orientalis, Turkish warty-cabbage, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/109130
Cabomba caroliniana, Carolina fanwort, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Nymphaeales, Cabombaceae, https://www.cabi.org/isc/datasheet/107743
Caesalpinia decapetala, Mysore thorn, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/10733
Calotropis procera, apple of sodom, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Apocynaceae, https://www.cabi.org/isc/datasheet/16848
Campylopus introflexus, , Full, No, Plants, Eukaryota, Plantae, Streptophyta, Bryopsida, Dicranales, Dicranaceae, https://www.cabi.org/isc/datasheet/108875
Canna indica, canna lilly, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Zingiberales, Cannaceae, https://www.cabi.org/isc/datasheet/14575
Cardamine flexuosa, wavy bittercress, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/112949
Cardiospermum grandiflorum, balloon vine, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Sapindales, Sapindaceae, https://www.cabi.org/isc/datasheet/112965
Carex kobomugi, Asiatic sand sedge, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/112985
Carpobrotus edulis, hottentot fig, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Aizoaceae, https://www.cabi.org/isc/datasheet/10648
Cassytha filiformis, love-vine, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Laurales, Lauraceae, https://www.cabi.org/isc/datasheet/11493
Casuarina cunninghamiana, Australian beefwood, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Casuarinales, Casuarinaceae, https://www.cabi.org/isc/datasheet/16711
Casuarina equisetifolia, casuarina, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Casuarinales, Casuarinaceae, https://www.cabi.org/isc/datasheet/16718
Casuarina glauca, scaly oak (Australia), Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Casuarinales, Casuarinaceae, https://www.cabi.org/isc/datasheet/16719
Caulerpa taxifolia, killer algae, Full, No, Plants, Eukaryota, Plantae, Chlorophyta, Bryopsidophyceae, Bryopsidales, Caulerpaceae, https://www.cabi.org/isc/datasheet/29292
Cedrela odorata, Spanish cedar, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rutales, Meliaceae, https://www.cabi.org/isc/datasheet/11975
Celastrus orbiculatus, Asiatic bittersweet, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Celastrales, Salacia, https://www.cabi.org/isc/datasheet/12009
Centaurea diffusa, diffuse knapweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/12039
Centaurea solstitialis, yellow starthistle, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/12043
Centaurea stoebe subsp. micranthos, spotted knapweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/12040
Chloris gayana, Rhodes grass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/13115
Chondrilla juncea, rush skeletonweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/110385
Chromolaena odorata, Siam weed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/23248
Chrysanthemoides monilifera, boneseed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/13119
Chrysopogon zizanioides, vetiver, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/18528934
Cinchona pubescens, quinine tree, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Rubiaceae, https://www.cabi.org/isc/datasheet/13484
Cinnamomum burmanni, padang cassia, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Laurales, Lauraceae, https://www.cabi.org/isc/datasheet/13516
Cinnamomum camphora, camphor laurel, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Laurales, Lauraceae, https://www.cabi.org/isc/datasheet/13519
Cirsium arvense, creeping thistle, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/13628
Cirsium vulgare, spear thistle, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/13631
Clematis vitalba, old man's beard, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Ranunculales, Ranunculaceae, https://www.cabi.org/isc/datasheet/14280
Cleome rutidosperma, fringed spiderflower, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Capparaceae, https://www.cabi.org/isc/datasheet/14044
Clidemia hirta, Koster's curse, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Melastomataceae, https://www.cabi.org/isc/datasheet/13934
Codium fragile subsp. tomentosoides, , Full, No, Plants, Eukaryota, Plantae, Chlorophyta, Bryopsidophyceae, Bryopsidales, Codiaceae, https://www.cabi.org/isc/datasheet/107769
Conyza bonariensis, hairy fleabane, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/15250
Conyza canadensis, Canadian fleabane, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/15251
Cornus sericea, redosier dogwood, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Cornales, Cornaceae, https://www.cabi.org/isc/datasheet/16312
Cortaderia jubata, purple pampas grass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/113484
Corymbia citriodora, lemon-scented gum, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Myrtaceae, https://www.cabi.org/isc/datasheet/22602
Cotoneaster horizontalis, wall-spray, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Rosaceae, https://www.cabi.org/isc/datasheet/16870
Crassula helmsii, Australian swamp stonecrop, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Crassulaceae, https://www.cabi.org/isc/datasheet/16463
Crupina vulgaris, bearded creeper, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/13697
Crypsis schoenoides, swamp pricklegrass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/113637
Cryptostegia grandiflora, rubber vine, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Apocynaceae, https://www.cabi.org/isc/datasheet/16378
Cucumis anguria, West Indian gherkin, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Violales, Cucurbitaceae, https://www.cabi.org/isc/datasheet/16964
Cupaniopsis anacardioides, carrotwood, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Sapindales, Sapindaceae, https://www.cabi.org/isc/datasheet/16989
Cuphea carthagenensis, Colombian waxweed, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Lythraceae, https://www.cabi.org/isc/datasheet/113690
Cuscuta campestris, field dodder, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Cuscutaceae, https://www.cabi.org/isc/datasheet/17111
Cuscuta epithymum, alfalfa dodder, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Cuscutaceae, https://www.cabi.org/isc/datasheet/17114
Cuscuta europaea, European dodder, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Cuscutaceae, https://www.cabi.org/isc/datasheet/17113
Cuscuta japonica, Japanese dodder, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Cuscutaceae, https://www.cabi.org/isc/datasheet/17116
Cyanthillium cinereum, little ironweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/113702
Cymbopogon citratus, lemongrass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/17377
Cymbopogon nardus, citronella grass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/120396
Cynara cardunculus, cardoon, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/17584
Cynodon dactylon, Bermuda grass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/17463
Cynoglossum officinale, hound's tongue, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Boraginales, Boraginaceae, https://www.cabi.org/isc/datasheet/14550
Cyperus difformis, small-flowered nutsedge, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/17495
Cyperus esculentus, yellow nutsedge, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/17496
Cyperus papyrus, papyrus, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/17503
Cyperus rotundus, purple nutsedge, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/17506
Cytisus scoparius, Scotch broom, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/17610
Delairea odorata, Cape ivy, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/18265
Derris elliptica, tuba root, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/19971
Descurainia sophia, flixweed, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/110230
Desmodium incanum, creeping beggerweed, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/109200
Digitaria ciliaris, southern crabgrass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/18912
Digitaria insularis, sourgrass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/109596
Diodia teres, poorjoe, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Rubiaceae, https://www.cabi.org/isc/datasheet/19056
Dolichandra unguis-cati, cat's claw creeper, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Bignoniaceae, https://www.cabi.org/isc/datasheet/9159
Echinochloa colona, junglerice, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/20368
